,label,run,error,rho,time
371,instance optimal unclipped,1,7.566087668222308,0.25,847.3340301513672
372,PLAN(oracle)-clipped,0,3.266099726660932,0.5,7.882599592208862
373,PLAN(oracle)-unclipped,0,2.9153181820548997,0.5,7.882599592208862
374,PLAN(paper)-clipped,0,4.982798818601518,0.5,7.880777597427368
375,PLAN(paper)-unclipped,0,4.564805588781679,0.5,7.880777597427368
376,PLAN(noscale)-clipped,0,5.274279460549942,0.5,7.624030113220215
377,PLAN(noscale)-unclipped,0,4.880331429689538,0.5,7.624030113220215
378,PLAN(oracle)-clipped,1,30.067489661528906,0.5,7.570383310317993
379,PLAN(oracle)-unclipped,1,30.067489661528906,0.5,7.570383310317993
380,PLAN(paper)-clipped,1,5.032025266762044,0.5,7.9140784740448
381,PLAN(paper)-unclipped,1,4.655678671807994,0.5,7.9140784740448
382,PLAN(noscale)-clipped,1,5.513233390675904,0.5,7.661823272705078
383,PLAN(noscale)-unclipped,1,5.290262914939387,0.5,7.661823272705078
384,PLAN(oracle)-clipped,2,3.2347975867785665,0.5,7.752688407897949
385,PLAN(oracle)-unclipped,2,2.852547718076641,0.5,7.752688407897949
386,PLAN(paper)-clipped,2,4.952693096658454,0.5,7.675449848175049
387,PLAN(paper)-unclipped,2,4.553146640436001,0.5,7.675449848175049
388,PLAN(noscale)-clipped,2,5.228497986575942,0.5,7.693826913833618
389,PLAN(noscale)-unclipped,2,4.804190171320419,0.5,7.693826913833618
390,PLAN(oracle)-clipped,3,3.1802295300598784,0.5,7.6785571575164795
391,PLAN(oracle)-unclipped,3,2.691511985970102,0.5,7.6785571575164795
392,PLAN(paper)-clipped,3,4.777051284678208,0.5,7.762422561645508
393,PLAN(paper)-unclipped,3,4.054299087710702,0.5,7.762422561645508
394,PLAN(noscale)-clipped,3,5.221810040557241,0.5,7.754011154174805
395,PLAN(noscale)-unclipped,3,4.798666927446196,0.5,7.754011154174805
396,PLAN(oracle)-clipped,4,3.234304235057891,0.5,7.464417457580566
397,PLAN(oracle)-unclipped,4,2.859790324752761,0.5,7.464417457580566
398,PLAN(paper)-clipped,4,4.917993742582496,0.5,7.78214430809021
399,PLAN(paper)-unclipped,4,4.443502847672512,0.5,7.78214430809021
400,PLAN(noscale)-clipped,4,5.285300619762399,0.5,7.66631817817688
401,PLAN(noscale)-unclipped,4,4.922018453335626,0.5,7.66631817817688
402,PLAN(oracle)-clipped,5,3.886904422069072,0.5,7.701359272003174
403,PLAN(oracle)-unclipped,5,3.7892885472238986,0.5,7.701359272003174
404,PLAN(paper)-clipped,5,4.930218526238626,0.5,7.737900972366333
405,PLAN(paper)-unclipped,5,4.482933762572907,0.5,7.737900972366333
406,PLAN(noscale)-clipped,5,5.243298717302718,0.5,7.717832326889038
407,PLAN(noscale)-unclipped,5,4.877301689322972,0.5,7.717832326889038
408,PLAN(oracle)-clipped,6,3.1188839714841334,0.5,7.39513373374939
409,PLAN(oracle)-unclipped,6,2.494704997614548,0.5,7.39513373374939
410,PLAN(paper)-clipped,6,4.99910390732431,0.5,7.859295606613159
411,PLAN(paper)-unclipped,6,4.545111424463611,0.5,7.859295606613159
412,PLAN(noscale)-clipped,6,5.229494394140665,0.5,7.58351731300354
413,PLAN(noscale)-unclipped,6,4.803538450044824,0.5,7.58351731300354
414,PLAN(oracle)-clipped,7,3.1742429520050264,0.5,7.617590427398682
415,PLAN(oracle)-unclipped,7,2.671128656364347,0.5,7.617590427398682
416,PLAN(paper)-clipped,7,4.873552480026367,0.5,7.823269605636597
