,Algorithm,u,n,d,rho,mean,cov,r,run,error
144,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,36,0.47647226007433313
145,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,36,0.46203858652863383
146,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,36,0.4912172364990176
147,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,36,0.3062455605867354
148,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,37,0.5322726527083617
149,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,37,0.4840192984406459
150,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,37,0.45684481441367025
151,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,37,0.3134843237853131
152,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,38,0.5051415575670276
153,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,38,0.509666772388572
154,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,38,0.48463132891203775
155,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,38,0.31645635510501285
156,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,39,0.5186476588243233
157,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,39,0.4586002520182052
158,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,39,0.4786809514069648
159,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,39,0.308669584471932
160,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,40,0.4997593111130256
161,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,40,0.4603287411240514
162,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,40,0.4643166714498215
163,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,40,0.3057389263384577
164,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,41,0.5020907273993321
165,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,41,0.46128652877931003
166,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,41,0.48795578176380683
167,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,41,0.31585259532974386
168,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,42,0.5305280039908886
169,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,42,0.5014937800513254
170,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,42,0.4903062999973489
171,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,42,0.3171110572255545
172,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,43,0.5192524555742698
173,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,43,0.4840745091156683
174,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,43,0.48274536664981116
175,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,43,0.3039669824712446
176,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,44,0.4917042838340177
177,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,44,0.4862877666383532
178,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,44,0.46000975175790415
179,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,44,0.3145460141858043
180,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,45,0.48191330891853856
181,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,45,0.45219104184352504
182,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,45,0.4551229118020245
183,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,45,0.28924379128908567
184,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,46,0.514515552501726
185,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,46,0.517219411854247
186,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,46,0.4856254036395713
187,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,46,0.3232131180537421
188,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,47,0.5071534531487129
189,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,47,0.48928466820174515
190,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,47,0.4853907766256815
191,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,47,0.3067039088703018
192,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,48,0.4896568719923365
193,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,48,0.47518008186714666
194,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,48,0.45676620445466365
195,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,48,0.312971526013305
196,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,49,0.4969480231442029
197,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,49,0.4857057706090375
198,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,49,0.49118297481153916
199,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.5,49,0.3129185316766306
0,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,0,0.4215335521364337
1,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,0,0.4636974288258717
2,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,0,0.4214438174326619
3,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,0,0.3320753376322369
4,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,1,0.41320619028812555
5,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,1,0.432521471209827
6,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,1,0.39679527973562406
7,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,1,0.31237419148871637
8,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,2,0.4169533720838611
9,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,2,0.4354330101389124
10,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,2,0.4329263549715598
11,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,2,0.3265037356420145
12,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,3,0.4104153199366611
13,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,3,0.4034599164172434
14,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,3,0.3960597675218376
15,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,3,0.3199107428705319
16,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,4,0.4371357294973375
17,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,4,0.4276203013529549
18,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,4,0.4165192686992535
19,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,4,0.31491278553859314
20,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,5,0.4180742943521228
21,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,5,0.4214042557630093
22,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,5,0.40237721936106713
23,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,5,0.3130014253324668
24,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,6,0.40373846706826527
25,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,6,0.42194288031649674
26,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,6,0.41538283255405134
27,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,6,0.307121557624286
28,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,7,0.4667426789880101
29,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,7,0.4687070181909638
30,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,7,0.43920828076666507
31,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,7,0.3443443586736051
32,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,8,0.4040165479172147
33,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,8,0.429739304870845
34,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,8,0.3850229294605263
35,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,8,0.31850855833143116
36,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,9,0.43495359772439507
37,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,9,0.423247512263656
38,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,9,0.3977083173195206
39,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,9,0.3159577615662652
40,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,10,0.43960512075439995
41,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,10,0.45569912745742264
42,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,10,0.3948939362744987
43,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,10,0.31229558407877317
44,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,11,0.4298685865518096
45,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,11,0.46310831455175266
46,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,11,0.42359513007975164
47,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,11,0.3432320080444587
48,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,12,0.3989505807304444
49,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,12,0.4313211792253205
50,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,12,0.4069744138402985
51,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,12,0.3073747763181174
52,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,13,0.40558100257902846
53,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,13,0.45150941736923156
54,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,13,0.4042914251126227
55,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,13,0.3017164934231161
56,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,14,0.4390775417644559
57,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,14,0.44084738536251544
58,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,14,0.4167951068295353
59,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,14,0.335592662236583
60,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,15,0.44042530274967906
61,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,15,0.4528129118016057
62,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,15,0.4229732437767603
63,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,15,0.329399242562352
64,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,16,0.40348698550999795
65,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,16,0.44232673266756156
66,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,16,0.4196592811368173
67,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,16,0.32809729363904816
68,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,17,0.40937915821986104
69,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,17,0.4188396134099486
70,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,17,0.41243636933423933
71,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,17,0.3167001001333128
72,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,18,0.4297663131696021
73,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,18,0.42692160781404814
74,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,18,0.4132908317739391
75,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,18,0.3162463827005549
76,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,19,0.4065209818216579
77,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,19,0.4361466544321565
78,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,19,0.40563298899106753
79,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,19,0.30914936761075196
80,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,20,0.42430021543047003
81,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,20,0.42403096998482975
82,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,20,0.3779555946548038
83,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,20,0.3111189129569255
84,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,21,0.44800930510706044
85,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,21,0.4614994194997672
86,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,21,0.4028828598320598
87,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,21,0.33132034449813264
88,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,22,0.44515986314333794
89,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,22,0.442459212174649
90,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,22,0.407922440725868
91,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,22,0.3404225825848051
92,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,23,0.435682148306272
93,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,23,0.45384624484512126
94,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,23,0.4221478188286222
95,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,23,0.33399425625979223
96,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,24,0.39292758069893297
97,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,24,0.43002787877573795
98,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,24,0.39658085013635713
99,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,24,0.3105781214359535
100,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,25,0.41183293430684753
101,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,25,0.4033942857215333
102,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,25,0.37260444513740065
103,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,25,0.282201068306689
104,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,26,0.4036713404612678
105,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,26,0.40428155065808025
106,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,26,0.4020236740468986
107,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,26,0.30495571952598594
108,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,27,0.44489919348442464
109,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,27,0.4208084499209015
110,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,27,0.4053656896331369
111,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,27,0.320568201162327
112,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,28,0.42680131221211565
113,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,28,0.47003170575072356
114,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,28,0.4025924582856535
115,Empirical mean (non-private),"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,28,0.32599344836059424
116,PLAN-E-ULTIMATE++,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,29,0.4073746435759609
117,PLAN-NOSCALE,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,29,0.42827563121373147
118,Instance optimal,"(-55833.99591246119, 55833.99591246119)",10000,512,0.25,10,STRATEGY_ZIPF_SKEWED,0.5,29,0.40363583519620755
