,Algorithm,u,n,d,rho,mean,cov,r,run,error
5,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,1,12.81934035067534
6,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,1,12.22167415311331
7,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,1,4.409520308091799
8,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,2,6.899827081772321
9,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,2,8.289809114967085
10,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,2,12.642971841140369
11,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,2,5.946270862002528
12,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,3,8.228994274924274
13,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,3,7.527503598894317
14,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,3,13.659605657523871
15,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,3,6.764827894930285
16,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,4,5.067247480278453
17,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,4,4.896151463860113
18,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,4,12.169384614544036
19,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,4,3.3266201366403467
20,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,5,6.268778859926692
21,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,5,18.178377561957195
22,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,5,12.482521647525974
23,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,5,5.45403809004059
24,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,6,8.050202180463238
25,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,6,9.133290666197109
26,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,6,13.345431200526747
27,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,6,6.488835943655538
28,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,7,5.6137921844335565
29,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,7,9.613231001360212
30,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,7,12.400236882921728
31,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,7,4.457332237313082
32,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,8,8.288110411397447
33,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,8,10.962258887937367
34,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,8,13.367918856280845
35,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,8,6.9348243711347966
36,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,9,5.030433661755656
37,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,9,4.951505731426278
38,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,9,12.31472029614231
39,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,9,4.0037309409432424
40,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,10,7.814045139175495
41,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,10,7.5576025789637695
42,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,10,13.456120044426164
43,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,10,7.041375805814642
44,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,11,5.508381026904735
45,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,11,6.193545155182127
46,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,11,12.578298899577504
47,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,11,4.7298856586364995
48,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,12,8.327237281716375
49,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,12,8.89815004995697
50,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,12,12.787859612566617
51,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,12,6.416849318630703
52,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,13,6.242770430015567
53,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,13,9.28527835013257
54,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,13,12.376772016357688
55,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,13,5.048729109246471
56,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,14,5.580503320353718
57,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,14,6.363485217927561
58,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,14,13.036051287319525
59,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,14,4.874202095837133
60,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,15,7.506345554428458
61,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,15,18.900366941965263
62,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,15,14.649209035008854
63,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,15,8.132428441829793
64,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,16,6.46464888675246
65,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,16,6.031028165660984
66,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,16,12.584508153781952
67,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,16,5.290808224093515
68,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,17,8.994142173113566
69,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,17,5.35451804763841
70,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,17,14.545180200640015
71,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,17,8.509896883663766
72,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,18,7.045850684627157
73,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,18,6.450655894116848
74,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,18,14.160732595738434
75,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,18,6.501194058140124
76,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,19,5.652103133826453
77,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,19,9.866480817443051
78,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,19,13.090165960816332
79,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,19,4.742931122381542
80,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,20,6.558870403925
81,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,20,8.88259388286304
82,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,20,13.305729893583209
83,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,20,5.938286315644418
84,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,21,15.131173068640392
85,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,21,12.091557512004666
86,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,21,18.227293321722204
87,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,21,13.831745361912594
88,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,22,7.588719379088432
89,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,22,17.068019446970247
90,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,22,14.119813547805098
91,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,22,7.835149031768596
92,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,23,5.2191874467622705
93,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,23,6.032401077818977
94,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,23,13.04983030968758
95,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,23,4.448122754919777
96,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,24,6.092529491044173
97,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,24,12.714420846162366
98,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,24,13.604911413686333
99,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,24,4.630107604950686
100,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,25,4.792828056404443
101,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,25,9.464431163345235
102,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,25,12.478297475254164
103,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,25,3.5739362411032882
104,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,26,8.668337569880372
105,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,26,11.00964796660135
106,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,26,13.16888296750636
107,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,26,6.657704752026611
108,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,27,5.65987210627606
109,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,27,7.077977357512685
110,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,27,12.514359197379674
111,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,27,4.403015477057317
112,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,28,8.766845855055935
113,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,28,12.04722124002606
114,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,28,13.965468073398586
115,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,28,7.438130584885969
116,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,29,5.885068750122249
117,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,29,10.323539260504688
118,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,29,12.88041228793484
119,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,29,4.882555795120262
120,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,30,4.918821835011102
121,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,30,3.3916291223504373
122,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,30,12.10177861774094
123,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,30,3.894870568886002
124,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,31,8.977994694804694
125,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,31,20.356464210146513
126,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,31,14.408159727593448
127,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,31,6.74133258416419
128,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,32,3.7918324091899427
129,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,32,4.993190692671992
130,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,32,11.955181604278025
131,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,32,3.0308822763080836
132,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,33,7.6032552267844
133,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,33,9.959669128626203
134,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,33,12.67142673348479
135,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,33,6.302965735034539
136,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,34,5.870297175443057
137,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,34,10.963473154174682
138,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,34,12.217803025912366
139,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,34,4.664718663282765
140,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,35,5.258353156147101
141,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,35,7.030317049721771
142,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,35,12.848542041951532
143,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,35,4.282685548030111
144,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,36,4.744191694920313
145,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,36,8.402871441549438
146,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,36,12.201719123123615
147,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,36,3.1451779469388073
148,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,37,7.585139630863327
149,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,37,15.69511584854309
150,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,37,14.343397026105839
151,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,37,7.230996202849808
152,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,38,9.025562398869967
153,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,38,11.010001923046655
154,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,38,13.976504197520226
155,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,38,7.756698797383981
156,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,39,5.0263854963406756
157,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,39,4.3302973258337145
158,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,39,12.687802020672972
159,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,39,2.890890558910072
160,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,40,5.464784983005433
161,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,40,9.181063109872749
162,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,40,13.479147892628147
163,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,40,4.54615059551489
164,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,41,5.25222727727409
165,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,41,5.033869798031558
166,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,41,12.038326153302457
167,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,41,3.9749822549576934
168,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,42,7.31120590220355
169,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,42,11.083766192434192
170,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,42,13.57403774223309
171,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,42,6.956539510473682
172,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,43,6.231015099150227
173,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,43,15.480364522615137
174,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,43,13.002599114214535
175,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,43,5.084568292293883
176,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,44,4.473054743874742
177,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,44,11.434056488695491
178,Instance optimal,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,44,12.61957139640792
179,Empirical mean (non-private),"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,44,3.0162311319376642
180,PLAN-E-ULTIMATE++,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,45,6.635152184059927
181,PLAN-NOSCALE,"(-579261.8751480198, 579261.8751480198)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,2.0,45,7.998147462949661
