,Algorithm,u,n,d,rho,mean,cov,r,run,error
18,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,4,0.9801408226277234
19,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,4,0.505022892198232
20,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,5,1.1307479314105826
21,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,5,0.983747956870518
22,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,5,1.0237336206038856
23,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,5,0.510277708378622
24,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,6,1.1155983777772023
25,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,6,0.9588424555590229
26,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,6,0.9950342260197443
27,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,6,0.502668428099983
28,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,7,1.1374135835901453
29,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,7,0.9739365728059022
30,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,7,1.087418531221671
31,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,7,0.5141065168405623
32,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,8,1.1738268359964006
33,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,8,0.9401510836082827
34,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,8,1.0258591261593135
35,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,8,0.5043479765274141
36,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,9,1.0953388350530244
37,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,9,0.9547998375933979
38,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,9,0.9910585091779333
39,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,9,0.49453654183928014
40,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,10,1.1296395677246607
41,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,10,0.9407252817454165
42,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,10,1.0493332709211927
43,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,10,0.4946836975552732
44,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,11,1.158025863772577
45,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,11,0.9278767213811926
46,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,11,1.0257005432608055
47,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,11,0.5127593984325188
48,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,12,1.1376051100308118
49,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,12,0.9714799246713609
50,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,12,1.001306339236032
51,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,12,0.5171357254814382
52,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,13,1.1198018366516997
53,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,13,0.9638599295525723
54,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,13,1.0216586355463633
55,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,13,0.5125787009586893
56,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,14,1.084114922412444
57,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,14,0.9621301645488327
58,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,14,1.009065257288926
59,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,14,0.4912467021235748
60,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,15,1.0801011323823333
61,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,15,0.9891656901052427
62,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,15,1.0231178798079672
63,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,15,0.5065261301115994
64,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,16,1.1253251583760318
65,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,16,0.9298543414475189
66,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,16,0.9609939687517963
67,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,16,0.4906632597273148
68,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,17,1.165002419297971
69,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,17,0.9452687556951729
70,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,17,0.968760414027932
71,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,17,0.5112368450551569
72,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,18,1.1534723916735872
73,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,18,0.9406927190589617
74,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,18,0.9795825818776972
75,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,18,0.4980114325184756
76,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,19,1.0960781619724307
77,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,19,0.9534245910251177
78,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,19,1.0470986883555429
79,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,19,0.49928276854891734
80,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,20,1.1184484399507049
81,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,20,0.9476303123817237
82,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,20,1.0465495040179946
83,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,20,0.49605760864366455
84,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,21,1.148711771599599
85,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,21,0.9442149256733993
86,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,21,1.0002798358985514
87,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,21,0.5061559396576524
88,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,22,1.117569444335179
89,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,22,0.9135875181869465
90,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,22,1.0245080684943932
91,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,22,0.5008388012298187
92,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,23,1.0957393806080975
93,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,23,1.0138389507338628
94,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,23,0.992593460158237
95,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,23,0.49632898580520474
96,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,24,1.0864109088493608
97,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,24,0.9371059450619387
98,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,24,1.0013348846229477
99,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,24,0.5009915359233413
100,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,25,1.1018015348969052
101,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,25,0.9264658716166517
102,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,25,1.0344081815133177
103,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,25,0.5061290745644582
104,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,26,1.1359229607191572
105,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,26,0.9918264783521874
106,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,26,1.0127087806702824
107,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,26,0.5184944685552848
108,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,27,1.1905259140896691
109,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,27,0.959807949860479
110,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,27,1.017279452623539
111,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,27,0.508620050292722
112,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,28,1.0806925388171356
113,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,28,0.9833289265311349
114,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,28,1.0017793355888414
115,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,28,0.4947582011373772
116,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,29,1.159334960729762
117,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,29,0.9888997198265569
118,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,29,1.022262282918796
119,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,29,0.5284409272558059
120,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,30,1.112618905676455
121,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,30,0.9876195210238088
122,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,30,1.0142001846403739
123,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,30,0.5160089416478704
124,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,31,1.1401312631956686
125,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,31,0.9649433361354279
126,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,31,1.0181346568461496
127,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,31,0.5094127703938143
128,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,32,1.144649153329838
129,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,32,0.9501593257224561
130,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,32,1.0374948903593366
131,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,32,0.5127099064182469
132,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,33,1.0935738796092702
133,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,33,0.9306347889247366
134,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,33,1.0357287375323216
135,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,33,0.5027307831254847
136,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,34,1.1336019868868785
137,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,34,0.940178469613116
138,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,34,1.0115291174041596
139,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,34,0.4894214662394167
140,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,35,1.1526664909463464
141,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,35,1.0188272709140416
142,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,35,0.9981280929806642
143,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,35,0.4985358376992467
144,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,36,1.1338055794735082
145,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,36,0.9402897709354651
146,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,36,1.004224263947243
147,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,36,0.5117204914071002
148,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,37,1.1498566317468133
149,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,37,0.9448846822545466
150,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,37,0.995250883380627
151,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,37,0.5101412212402862
152,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,38,1.1498497821236382
153,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,38,0.9787083158990565
154,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,38,1.0321654934758098
155,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,38,0.5268078607284769
156,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,39,1.0950917874085668
157,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,39,0.9658888674996557
158,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,39,1.0118607130425943
159,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,39,0.5239814286033335
160,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,40,1.1443304584808736
161,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,40,0.9591477008755511
162,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,40,1.0053468084519113
163,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,40,0.5024066323891364
164,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,41,1.119357232690527
165,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,41,0.9389242958668899
166,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,41,0.9883393307785894
167,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,41,0.49228163380603795
168,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,42,1.1289553302184483
169,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,42,0.9270826648610647
170,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,42,1.0160021443437612
171,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,42,0.505447685596186
172,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,43,1.130461473638451
173,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,43,0.9425446857603914
174,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,43,1.0486880762946755
175,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,43,0.5224180231300067
176,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,44,1.114659674287987
177,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,44,0.9532259141736997
178,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,44,1.0211892461162109
179,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,44,0.5005879214912565
180,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,45,1.1521252387708334
181,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,45,0.9490510388870685
182,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,45,0.9971109446161245
183,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,45,0.4986845519503144
184,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,46,1.1429197673238412
185,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,46,0.9854355668874528
186,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,46,0.9771326070788997
187,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,46,0.5106438983076226
188,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,47,1.129130233563781
189,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,47,0.9906200370513847
190,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,47,1.0321354079666498
191,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,47,0.5103607165871245
192,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,48,1.1170829332165078
193,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,48,0.9166940730249382
194,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,48,1.0142211000386154
195,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,48,0.49960500956675274
196,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,49,1.1423692967300445
197,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,49,1.0069736222091459
198,Instance optimal,"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,49,0.9901100772714543
199,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.25,0,STRATEGY_UNIFORM,0,49,0.51852609664756
0,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,0,0.8698162142298742
1,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,0,0.8013154766389148
2,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,0,0.8059880903816646
3,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,0,0.5042147701119012
4,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,1,0.8868813525954786
5,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,1,0.8330001217916452
6,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,1,0.7973218621221396
7,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,1,0.4898577985582195
8,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,2,0.8733449983410436
9,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,2,0.7997880587909375
10,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,2,0.7825429324088016
11,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,2,0.4899416311726655
12,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,3,0.8862792952506764
13,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,3,0.78217508413565
14,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,3,0.7877587786400011
15,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,3,0.4953948261152598
16,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,4,0.8605639316949838
17,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,4,0.8110771791832385
18,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,4,0.830188790339424
19,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,4,0.4977457437731313
20,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,5,0.8661001640555219
21,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,5,0.7743128213667408
22,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,5,0.7946765709264803
23,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,5,0.5015688089103074
24,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,6,0.8623248848368472
25,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,6,0.804755644474998
26,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,6,0.7880043424605682
27,Empirical mean (non-private),"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,6,0.5014041420004394
28,PLAN-E-ULTIMATE++,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,7,0.8522219162074199
29,PLAN-NOSCALE,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,7,0.8194221216366195
30,Instance optimal,"(-800.0, 800.0)",4000,1024,0.5,0,STRATEGY_UNIFORM,0,7,0.8157812162380526
