,Algorithm,u,n,d,rho,mean,cov,r,run,error
173,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,43,0.09423832405163296
174,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,43,0.08472956909655881
175,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,43,0.08104865704501912
176,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,44,0.09112613509711309
177,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,44,0.11600684269087946
178,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,44,0.09858985965441794
179,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,44,0.09363785183008212
180,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,45,0.0913522485938129
181,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,45,0.11281844588508964
182,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,45,0.0858456041754988
183,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,45,0.08665971825609235
184,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,46,0.12096121539989985
185,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,46,0.1367012995555428
186,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,46,0.10796847132651655
187,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,46,0.10666427125399011
188,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,47,0.08401071333338081
189,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,47,0.10335517064711443
190,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,47,0.08204827707078088
191,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,47,0.07641103289577024
192,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,48,0.08648571229659531
193,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,48,0.0951176749136094
194,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,48,0.08622383351086972
195,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,48,0.08397880534522832
196,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,49,0.10063711835226541
197,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,49,0.11014017990231427
198,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,49,0.09997712222131601
199,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,0.5,0,STRATEGY_UNIFORM,0,49,0.09919302611906909
0,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,0,0.0841349201965185
1,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,0,0.12787678096727442
2,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,0,0.08915654405814766
3,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,0,0.08360094295749688
4,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,1,0.10089178636565525
5,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,1,0.107222095332109
6,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,1,0.10311412784748955
7,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,1,0.1009179154338784
8,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,2,0.06997140119945064
9,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,2,0.11443175926169734
10,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,2,0.06900525768574477
11,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,2,0.06725854396029068
12,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,3,0.0811391012533936
13,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,3,0.11816800941256965
14,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,3,0.07921248541879247
15,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,3,0.07563877074531664
16,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,4,0.07216591701189314
17,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,4,0.09118420561304852
18,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,4,0.06941918576361938
19,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,4,0.0675250416402418
20,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,5,0.09198517847018825
21,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,5,0.1093111191421759
22,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,5,0.09815943762222373
23,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,5,0.09464924878318606
24,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,6,0.08569731421501814
25,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,6,0.0916310114650234
26,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,6,0.09111332009207433
27,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,6,0.08712358062935986
28,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,7,0.07383418048729591
29,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,7,0.09767138759927332
30,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,7,0.08180068888089408
31,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,7,0.07519697971064634
32,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,8,0.08188005718035818
33,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,8,0.09567428041895581
34,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,8,0.07941927594061153
35,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,8,0.07719148425194851
36,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,9,0.08071706330568483
37,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,9,0.09646197241844089
38,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,9,0.08135494855208668
39,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,9,0.07764294663456925
40,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,10,0.09651272443644439
41,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,10,0.11885324169013249
42,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,10,0.09802391497618507
43,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,10,0.09482408548520138
44,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,11,0.07432575153992535
45,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,11,0.11145416523767793
46,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,11,0.07411950248196397
47,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,11,0.07435310697153111
48,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,12,0.09635824143357835
49,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,12,0.12112617455828562
50,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,12,0.10422381399078144
51,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,12,0.0977960359266619
52,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,13,0.09030031671742134
53,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,13,0.09758382033256627
54,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,13,0.08965680835234457
55,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,13,0.08663486531489116
56,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,14,0.0968595963289326
57,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,14,0.1297409389484602
58,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,14,0.09379660662633736
59,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,14,0.09181082339468441
60,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,15,0.08342161079214946
61,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,15,0.09539253568867265
62,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,15,0.08461939240872651
63,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,15,0.08368326982781625
64,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,16,0.09320815479148167
65,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,16,0.11218364334023447
66,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,16,0.09418341452491116
67,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,16,0.08924974372911854
68,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,17,0.10332478961506156
69,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,17,0.11133595269094969
70,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,17,0.1045737059846352
71,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,17,0.10127767056018744
72,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,18,0.08128444250816014
73,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,18,0.09662994760213221
74,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,18,0.0825773579621367
75,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,18,0.08273726031223355
76,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,19,0.08427777423542294
77,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,19,0.1055796769016871
78,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,19,0.08410271130327965
79,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,19,0.08649078792210319
80,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,20,0.0784058918561404
81,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,20,0.10862364646913641
82,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,20,0.08645333389486234
83,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,20,0.0809586683210064
84,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,21,0.10016341506606498
85,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,21,0.12176049192103547
86,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,21,0.096621127832566
87,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,21,0.09354499331541619
88,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,22,0.09897025421890716
89,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,22,0.08927848980732753
90,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,22,0.09294821609338291
91,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,22,0.08971285499408276
92,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,23,0.08789971475282436
93,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,23,0.09831016795314314
94,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,23,0.08878841656176928
95,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,23,0.08610434990452827
96,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,24,0.07478795060214306
97,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,24,0.09091277870074277
98,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,24,0.08413367567138114
99,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,24,0.07830069606921806
100,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,25,0.10751335525456727
101,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,25,0.1334231748727583
102,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,25,0.1106364150647067
103,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,25,0.10496112986509336
104,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,26,0.10102642703416564
105,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,26,0.10734091688479967
106,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,26,0.0983209054269061
107,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,26,0.09498839707741784
108,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,27,0.08046942791106808
109,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,27,0.10289179374086803
110,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,27,0.07568750047782635
111,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,27,0.07593723430402377
112,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,28,0.08873703903674934
113,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,28,0.09677640334255064
114,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,28,0.08260247479956792
115,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,28,0.08300297136395036
116,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,29,0.1051156664953014
117,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,29,0.11810213050003457
118,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,29,0.10336886581425679
119,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,29,0.10496916623685448
120,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,30,0.10126565281034437
121,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,30,0.1005506500343136
122,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,30,0.10295577364279244
123,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,30,0.09841342617624309
124,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,31,0.09835006260791719
125,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,31,0.1068895547680135
126,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,31,0.10288385058418206
127,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,31,0.09971894730339238
128,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,32,0.1084264394881571
129,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,32,0.1207116807558503
130,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,32,0.09910232612757462
131,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,32,0.0969929374356811
132,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,33,0.08080303595708961
133,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,33,0.10118970760141466
134,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,33,0.08872451871534083
135,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,33,0.08375635526829905
136,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,34,0.09920096557408857
137,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,34,0.11911847008104384
138,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,34,0.09754337114563802
139,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,34,0.09931447049247198
140,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,35,0.09198097991504037
141,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,35,0.10947305390099105
142,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,35,0.08551711329303385
143,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,35,0.08576030087387185
144,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,36,0.11509102573996456
145,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,36,0.1323300860986256
146,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,36,0.1184531780232245
147,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,36,0.1129226108395198
148,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,37,0.08644460776499228
149,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,37,0.10291586487409149
150,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,37,0.08588560410926992
151,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,37,0.08549579157232393
152,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,38,0.08798192183745036
153,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,38,0.100582764400299
154,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,38,0.08883629672437816
155,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,38,0.08471420765578866
156,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,39,0.12218718653438106
157,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,39,0.12892797101527753
158,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,39,0.12161955610425239
159,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,39,0.12007408842019622
160,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,40,0.07651068402766247
161,PLAN-NOSCALE,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,40,0.08553973919065669
162,Instance optimal,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,40,0.07537607133872581
163,Empirical mean (non-private),"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,40,0.07241796438792343
164,PLAN-E-ULTIMATE++,"(-141.4213562373095, 141.4213562373095)",4000,32,1.0,0,STRATEGY_UNIFORM,0,41,0.08578548500908513
