,Algorithm,u,n,d,rho,mean,cov,r,run,error
188,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,1.9230524950733412
189,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,2.2034926665956007
190,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,2.3927678859645067
191,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,2.0696540641845442
192,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,1.9849824285145148
193,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,2.5526407368733706
194,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,8.46133115189448
195,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,1.8797579563841922
196,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,1.3159409057400138
197,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,2.3467743642863645
198,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,1.5004449442252132
199,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,1.1039393160036113
0,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.9629954164485215
1,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,1.4621584772100535
2,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,1.1296305040554155
3,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.859231865004209
4,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,1.9992223922747305
5,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,2.972809159977571
6,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,1.8919533110411904
7,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,1.8631483783695357
8,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,1.5124393612546203
9,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,1.4716439559357175
10,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,1.86808547965861
11,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,1.618872137138586
12,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.7482427096251066
13,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,1.1556372194439402
14,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,1.0864947035834696
15,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.7491051573577395
16,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,1.991686026087183
17,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,2.61959032264641
18,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,1.8521051856762596
19,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,1.784065226768869
20,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,1.4461404113996266
21,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,1.382918513462311
22,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,1.684971492315667
23,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,1.4297213999119702
24,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,2.262033320839615
25,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,2.2343871677566636
26,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,2.27068664936415
27,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,2.2050219934575406
28,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,1.642156199770211
29,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,2.2202043539777265
30,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,1.9361158780959842
31,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,1.7298684816578835
32,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,1.6842468640084511
33,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,2.6887066628981398
34,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,1.9545697148422936
35,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,1.5450557238486478
36,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,0.7961018341555941
37,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,1.3881837991944526
38,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,1.266837564319754
39,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,0.7330719271076371
40,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,10,0.7395773757617816
41,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,10,1.1903479488460846
42,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,10,1.0154398440778467
43,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,10,0.6610689296792704
44,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,11,1.8654949331414556
45,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,11,2.9701624910992437
46,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,11,2.1066485015468954
47,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,11,1.7956490849984588
48,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,12,1.4971613375474608
49,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,12,2.051454196166801
50,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,12,1.629365220987339
51,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,12,1.5045375732800905
52,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,13,2.6582017368015904
53,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,13,2.206589625851333
54,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,13,2.798939974093071
55,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,13,2.5847029068671468
56,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,14,0.889986075813633
57,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,14,1.376861488054669
58,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,14,1.2930729224859678
59,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,14,0.9139502960200321
60,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,15,2.7440108651980712
61,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,15,3.1101749379187824
62,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,15,22.9098439668088
63,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,15,2.6771718318598565
64,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,16,0.8642585727426495
65,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,16,0.9734072577636914
66,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,16,1.1441768775480938
67,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,16,0.8016673819541608
68,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,17,1.7292018096847355
69,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,17,1.7060196108470078
70,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,17,1.7776059230939494
71,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,17,1.6065202358515598
72,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,18,0.630505624518705
73,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,18,1.5641361610311149
74,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,18,1.0999216944178116
75,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,18,0.5614826780220082
76,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,19,1.0204260153366906
77,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,19,2.0038239062145475
78,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,19,1.2445609700874996
79,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,19,0.9410019298523705
80,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,20,0.7992452532745739
81,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,20,1.5370410134591395
82,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,20,1.1186237640357093
83,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,20,0.7864759760155141
84,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,21,0.8578884990521047
85,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,21,2.0410215316829357
86,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,21,1.0360192462916034
87,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,21,0.807873659222054
88,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,22,1.2980425454434117
89,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,22,1.4367201150450757
90,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,22,1.461968166421402
91,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,22,1.1682111933437505
92,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,23,1.7415833714038707
93,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,23,1.9102002104872196
94,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,23,1.9228405543159355
95,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,23,1.7488958036548703
96,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,24,2.558356130936036
97,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,24,3.594458573893085
98,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,24,2.847736119836444
99,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,24,2.7317551574682355
100,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,25,2.405642344562042
101,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,25,3.6641269037416753
102,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,25,2.2399096910617393
103,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,25,2.2290556875955003
104,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,26,1.256921852158686
105,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,26,3.906786746359464
106,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,26,1.4669623355254475
107,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,26,1.176427520920361
108,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,27,1.1845046625296507
109,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,27,2.366503096757867
110,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,27,1.3406057439096848
111,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,27,1.083978661757882
112,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,28,2.3232938395283322
113,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,28,2.604041784597195
114,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,28,2.27902430720817
115,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,28,2.1222437827996377
116,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,29,1.0234426431141044
117,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,29,1.493146471956868
118,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,29,1.1350045943499631
119,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,29,0.8445897285744672
120,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,30,1.1900177059355352
121,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,30,1.872863333570228
122,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,30,1.488760584769058
123,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,30,1.1732372257863377
124,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,31,1.0651554933232918
125,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,31,1.2560038414841872
126,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,31,1.3878685782189624
127,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,31,1.2229283100419028
128,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,32,1.5834251575601124
129,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,32,1.8367139024015124
130,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,32,1.8538487973484519
131,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,32,1.5538568486809796
132,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,33,0.9259622100544997
133,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,33,1.4708002483130362
134,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,33,1.1713107276459196
135,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,33,0.8657938837268101
136,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,34,0.7473467879750713
137,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,34,1.3232334252806235
138,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,34,0.9462041366850128
139,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,34,0.6969277694702183
140,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,35,1.153427433511919
141,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,35,1.0032061863164219
142,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,35,1.3140943495868411
143,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,35,1.3447810930918775
144,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,36,1.527220829186929
145,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,36,3.7715359246481137
146,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,36,1.5979792750567907
147,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,36,1.4471909825841611
148,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,37,0.8484387938341877
149,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,37,1.5418463768764266
150,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,37,1.1629413793988648
151,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,37,0.7508196271554358
152,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,1.196067135330258
153,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,1.1842289685010694
154,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,1.476854879261759
155,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,38,1.1818821793703047
156,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,2.261486963069891
157,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,2.8680006565316285
158,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,2.3312021116309976
159,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,39,2.3176762747806188
160,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,1.4776545729052157
161,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,2.114597544935874
162,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,1.805544746449732
163,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,40,1.363422611085817
164,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,1.1499280857014802
165,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,1.0744134405178822
166,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,1.476718603775543
167,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,41,1.248262748202116
168,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,1.429430122869284
169,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,1.7234085857015908
170,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,1.8260252756255133
171,Empirical mean (non-private),"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,42,1.4355913164559775
172,PLAN,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,1.727077924627145
173,PLAN-NOSCALE,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,1.4071965523987406
174,Instance optimal,"(-72407.73439350247, 72407.73439350247)",10000,128,0.5,10,STRATEGY_ZIPF_SKEWED,2,43,1.8213645903179063
