,Algorithm,u,n,d,rho,mean,cov,r,run,error
51,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,12,0.46288715431757704
52,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,13,0.23743350942379632
53,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,13,0.2396579072261432
54,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,13,0.2888793839263311
55,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,13,0.2690276925077726
56,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,14,0.34618559630390205
57,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,14,0.5001981735850239
58,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,14,0.30106351613032434
59,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,14,0.29272737261852755
60,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,15,0.3358909664203517
61,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,15,0.3116669549604859
62,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,15,0.35184929309585244
63,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,15,0.31169911173031994
64,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,16,0.7712387401861125
65,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,16,0.9324135847794252
66,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,16,0.7325547686391287
67,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,16,0.7204425788201388
68,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,17,0.41040776723647926
69,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,17,0.4441005434979055
70,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,17,0.5052586536781539
71,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,17,0.46285787614321533
72,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,18,0.3261694706442217
73,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,18,0.38661894344144015
74,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,18,0.3902748361387832
75,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,18,0.35550579379106323
76,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,19,0.24188889098932184
77,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,19,0.3205136090771202
78,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,19,0.33345944047172693
79,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,19,0.2685791201854572
80,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,20,0.35725845620159463
81,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,20,0.7321567092218978
82,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,20,0.3061167043841419
83,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,20,0.2921153322523432
84,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,21,0.30793732109108873
85,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,21,0.40796699790314095
86,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,21,0.33095148987076173
87,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,21,0.28324241443280584
88,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,22,0.43378694861924516
89,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,22,0.4511820547680431
90,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,22,0.4594323895539689
91,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,22,0.4325327517082294
92,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,23,0.30037827613201257
93,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,23,0.6598796880833756
94,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,23,0.35686959916872907
95,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,23,0.30423046019805167
96,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,24,0.34749702737898763
97,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,24,0.31942984014748677
98,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,24,0.4164864504189358
99,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,24,0.42877202145645577
100,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,25,0.1989748418727157
101,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,25,0.3520885347082737
102,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,25,0.23908695994135964
103,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,25,0.18141481267477963
104,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,26,0.33306760286058046
105,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,26,0.5003718220134927
106,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,26,0.31275042417824717
107,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,26,0.2932583011035365
108,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,27,0.6301530743995383
109,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,27,0.9976108235404368
110,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,27,0.5940338727170541
111,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,27,0.5528038457960026
112,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,28,0.5402311452195361
113,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,28,0.7039348454401424
114,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,28,0.5604180943323668
115,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,28,0.5363308398870958
116,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,29,0.34013903732043715
117,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,29,0.3378056773843303
118,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,29,0.32705882655111707
119,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,29,0.3002374012205044
120,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,30,0.37483438568171196
121,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,30,0.8052299300035737
122,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,30,0.4157856507120764
123,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,30,0.386235138813677
124,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,31,0.33613220816241657
125,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,31,0.5328309473416065
126,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,31,3.7290120640227085
127,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,31,0.4082349742469229
128,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,32,0.2860685745420326
129,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,32,0.5389956525427334
130,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,32,0.2532104419492778
131,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,32,0.22735194872896836
132,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,33,0.40856365399374284
133,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,33,0.3144286281670917
134,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,33,0.454672112694209
135,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,33,0.4104287337466245
136,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,34,0.601533718766603
137,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,34,0.47362529533602465
138,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,34,0.6007657916373929
139,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,34,0.574236591040635
140,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,35,0.27146520999620566
141,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,35,0.3295308001887667
142,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,35,0.31465026592319784
143,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,35,0.27434234383339345
144,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,36,0.23059100644677233
145,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,36,0.20588984084125395
146,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,36,0.2550711576802166
147,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,36,0.18317526817082877
148,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,37,0.26425477807848247
149,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,37,0.2695686177328512
150,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,37,0.28337742352138706
151,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,37,0.24952896320796245
152,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,38,0.37719393709552707
153,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,38,0.33929581635915784
154,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,38,0.4516904508365191
155,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,38,0.4178286170293822
156,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,39,0.292997501880671
157,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,39,0.4548960675055212
158,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,39,0.3920375583323719
159,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,39,0.32769991392212106
160,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,40,0.4109044865385771
161,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,40,0.5901260153873488
162,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,40,0.4583928672952129
163,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,40,0.3999199579768763
164,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,41,0.6810129483398463
165,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,41,0.6801097443396409
166,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,41,0.7077709084471516
167,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,41,0.719623452874933
168,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,42,0.4174076001680281
169,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,42,0.27193714618611425
170,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,42,0.4630157406854074
171,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,42,0.44033891149008403
172,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,43,0.3120570660029014
173,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,43,0.5061415057929842
174,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,43,0.390309035214781
175,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,43,0.35068804354409105
176,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,44,0.5713528862698279
177,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,44,0.6380805900120093
178,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,44,0.5503260053181591
179,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,44,0.5225944136521071
180,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,45,0.3379366591168145
181,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,45,0.38245810908900396
182,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,45,0.3192506344989234
183,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,45,0.296639767730639
184,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,46,0.2465697014986109
185,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,46,0.34066177306888
186,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,46,0.323280116930855
187,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,46,0.22004842914277115
188,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,0.24370031176888335
189,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,0.24312156619655262
190,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,7.300125368910792
191,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,47,0.21766950493604226
192,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,0.2406568277790607
193,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,0.5634327573144782
194,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,0.2739496596977723
195,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,48,0.22752895251641292
196,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,0.27157642457406483
197,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,0.27173849575902304
198,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,0.308023430277944
199,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.25,10,STRATEGY_ZIPF_SKEWED,2,49,0.24937552288078288
0,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.541521080784416
1,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.30474315617564723
2,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.5444374248978473
3,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,0,0.5239757617308363
4,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,0.22606759291572137
5,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,0.5094773572042457
6,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,0.2462393616100007
7,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,1,0.20191969730014803
8,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,0.4967009889301285
9,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,0.614411322103227
10,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,0.4827083855201564
11,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,2,0.4861595666565204
12,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.40873045964591015
13,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.649421364400159
14,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.43612170221520846
15,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,3,0.4096524303289253
16,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,0.5241584519149701
17,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,0.3398930367585703
18,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,0.5256085921337885
19,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,4,0.5257869725822528
20,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,0.37998811088857304
21,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,0.5291314700680874
22,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,0.424267934279484
23,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,5,0.4160020641598738
24,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,0.5466453384354435
25,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,0.7883530967316558
26,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,0.5649470078814477
27,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,6,0.5593872024439511
28,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,0.18370329409946662
29,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,0.3359820761139014
30,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,0.18467135345352795
31,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,7,0.1571833932014073
32,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,0.568195645284605
33,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,0.6118865547424671
34,Instance optimal,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,1.4253423675751495
35,Empirical mean (non-private),"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,8,0.5169696067894073
36,PLAN,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,0.7236176676131737
37,PLAN-NOSCALE,"(-9050.966799187809, 9050.966799187809)",10000,32,0.5,10,STRATEGY_ZIPF_SKEWED,2,9,0.5140311169368085
