,label,run,error,rho,time
463,PLAN(oracle)-unclipped,15,0.01136071145307168,0.5,6.754232883453369
464,PLAN(paper)-clipped,15,0.021999098483839,0.5,7.185503244400024
465,PLAN(paper)-unclipped,15,0.017967819676769834,0.5,7.185503244400024
466,PLAN(noscale)-clipped,15,0.02200715994605342,0.5,6.653676986694336
467,PLAN(noscale)-unclipped,15,0.018609696616376778,0.5,6.653676986694336
468,PLAN(oracle)-clipped,16,0.01574833475217119,0.5,8.279176473617554
469,PLAN(oracle)-unclipped,16,0.011430127128617438,0.5,8.279176473617554
470,PLAN(paper)-clipped,16,0.021467255671256853,0.5,6.966615915298462
471,PLAN(paper)-unclipped,16,0.01764659742055883,0.5,6.966615915298462
472,PLAN(noscale)-clipped,16,0.02224417149233995,0.5,7.234377145767212
473,PLAN(noscale)-unclipped,16,0.018417390343143922,0.5,7.234377145767212
474,PLAN(oracle)-clipped,17,0.015452720721324052,0.5,6.829617261886597
475,PLAN(oracle)-unclipped,17,0.011163567961030185,0.5,6.829617261886597
